scenario_id,v2b_base_vm_min,v2r_base_vm_min,base_vm_min_diff,v2b_base_uv,v2r_base_uv,base_uv_diff,v2b_final_vm_min,v2r_final_vm_min,delta_final_vm_min,v2b_final_uv,v2r_final_uv,delta_final_uv,v2b_final_deficit,v2r_final_deficit,delta_final_deficit,v2b_termination,v2r_termination,v2b_final_vm_max_pu,v2r_final_vm_max_pu,delta_final_vm_max_pu,v2b_final_n_overvoltage,v2r_final_n_overvoltage,delta_final_n_overvoltage,v2b_final_line_loading_max_pct,v2r_final_line_loading_max_pct,delta_final_line_loading_max_pct,v2b_final_trafo_loading_max_pct,v2r_final_trafo_loading_max_pct,delta_final_trafo_loading_max_pct,v2b_final_n_overloaded_lines,v2r_final_n_overloaded_lines,delta_final_n_overloaded_lines,v2b_final_n_overloaded_trafos,v2r_final_n_overloaded_trafos,delta_final_n_overloaded_trafos,choose_v2r,router_method,router_final_uv,router_final_vm_min,router_final_deficit
fed_combined_load_1p5_line_92_MG2,0.7916141600102723,0.7916141600102723,0.0,60.0,60.0,0.0,0.9266286364639288,0.9317083614147356,0.0050797249508067,21.0,12.0,-9.0,0.2496494210698884,0.0974860521283359,-0.1521633689415525,stopped_max_iterations_reached,stopped_max_iterations_reached,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,5.970047529444829,6.016460504803454,0.0464129753586242,13.362929549324988,13.560129438977183,0.1971998896521949,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,12.0,0.9317083614147356,0.0974860521283359
fed_combined_load_1p5_line_96_MG2,0.7692528343173459,0.7692528343173459,0.0,58.0,58.0,0.0,0.9241978597886628,0.9366500477855768,0.012452187996914,17.0,6.0,-11.0,0.2329761305338581,0.0477491097062475,-0.1852270208276106,stopped_no_deficit_reducing_safe_action_found,stopped_max_iterations_reached,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,5.939098509408584,5.936842517612159,-0.0022559917964253,15.39938116775176,15.342361882541978,-0.0570192852097815,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,6.0,0.9366500477855768,0.0477491097062475
fed_combined_load_1p5_line_97_MG2,0.7723930104988274,0.7723930104988274,0.0,60.0,60.0,0.0,0.9141851393249256,0.9372871773499694,0.0231020380250437,17.0,8.0,-9.0,0.2056634626800429,0.0567069892247671,-0.1489564734552758,stopped_max_iterations_reached,stopped_max_iterations_reached,1.05,1.05,0.0,0.0,0.0,0.0,5.877224388097484,5.8694621834471725,-0.0077622046503114,15.20493086441785,15.19835349264578,-0.0065773717720709,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,8.0,0.9372871773499694,0.0567069892247671
fed_combined_load_1p5_line_99_MG1,0.7901531145502109,0.7901531145502109,0.0,64.0,64.0,0.0,0.9265420500287084,0.888055605177509,-0.0384864448511993,23.0,33.0,10.0,0.2421422052071163,0.5702765708170783,0.328134365609962,stopped_max_iterations_reached,stopped_max_iterations_reached,1.0499999999999998,1.05,2.220446049250313e-16,0.0,0.0,0.0,6.445556307102793,6.595973308520191,0.1504170014173977,14.190665873134956,14.465683702678108,0.2750178295431524,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,23.0,0.9265420500287084,0.2421422052071163
fed_der_drop_all_sgens,0.9429999999999996,0.9429999999999996,0.0,3.0,3.0,0.0,0.9493446836884732,0.9519999999999996,0.0026553163115263,1.0,0.0,-1.0,0.0006553163115267,0.0,-0.0006553163115267,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056156,4.475087324056163,6.217248937900877e-15,3.589200069959043,3.589220443248501,2.0373289458142096e-05,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9519999999999996,0.0
fed_der_drop_mg1,0.943,0.943,0.0,3.0,3.0,0.0,0.9519338403827808,0.952,6.615961721911923e-05,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056149,4.47508732405616,1.0658141036401504e-14,3.589583885958729,3.5895987576809,1.4871722171072577e-05,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.952,0.0
fed_der_drop_mg2,0.943,0.943,0.0,3.0,3.0,0.0,0.9520000000000002,0.9519999999999998,-3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056155,4.47508732405616,5.3290705182007506e-15,3.573775768933513,3.573770261835713,-5.507097800006022e-06,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9519999999999998,0.0
fed_der_drop_mg3,0.943,0.943,0.0,3.0,3.0,0.0,0.9520000000000002,0.952,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056152,4.475087324056166,1.4210854715202004e-14,3.5738495255197003,3.573835382923933,-1.4142595767374644e-05,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.952,0.0
fed_der_drop_mg4,0.943,0.943,0.0,3.0,3.0,0.0,0.952,0.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056161,4.475087324056161,0.0,3.573705330683257,3.57368731272768,-1.8017955577320777e-05,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.952,0.0
fed_load_scale_0p7,0.9519999999999996,0.9519999999999996,0.0,0.0,0.0,0.0,0.9519999999999996,0.9519999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056151,4.475087324056151,0.0,5.342188042985304,5.342188042985304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9519999999999996,0.0
fed_load_scale_0p85,0.9443844370085852,0.9443844370085852,0.0,1.0,1.0,0.0,0.9502379190903202,0.9502375410467276,-3.7804359254156594e-07,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056146,4.475087324056147,8.881784197001252e-16,3.192114337744563,3.191836123073436,-0.0002782146711273,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,0.0,0.9502379190903202,0.0
fed_load_scale_1p0,0.9430000000000002,0.9430000000000002,0.0,3.0,3.0,0.0,0.952,0.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056163,4.475087324056151,-1.1546319456101628e-14,3.5738980695196774,3.573890587188435,-7.4823312421479216e-06,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.952,0.0
fed_load_scale_1p15,0.9417899976746202,0.9417899976746202,0.0,3.0,3.0,0.0,0.9513437843398236,0.9501845932720284,-0.0011591910677951,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056156,4.475087324056159,2.664535259100376e-15,4.340789805422485,4.340791877512601,2.072090115490255e-06,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,0.0,0.9513437843398236,0.0
fed_load_scale_1p25,0.9271276634242396,0.9271276634242396,0.0,9.0,9.0,0.0,0.9463018101535842,0.9501014506691148,0.0037996405155306,3.0,0.0,-3.0,0.0091903865585765,0.0,-0.0091903865585765,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056157,4.475087324056157,0.0,6.649056308614303,6.663393641324192,0.0143373327098892,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9501014506691148,0.0
fed_load_scale_1p35,0.8985813698484044,0.8985813698484044,0.0,15.0,15.0,0.0,0.941000710301433,0.9500058738368208,0.0090051635353878,3.0,0.0,-3.0,0.0191355499269798,0.0,-0.0191355499269798,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056163,4.475087324056163,0.0,9.187459209135312,9.187712582956618,0.0002533738213053,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9500058738368208,0.0
fed_load_scale_1p45,0.8442685626992203,0.8442685626992203,0.0,38.0,38.0,0.0,0.9292184629767752,0.9504319894725258,0.0212135264957505,17.0,0.0,-17.0,0.1602467275068427,0.0,-0.1602467275068427,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,5.281467459892904,5.276541286972472,-0.0049261729204319,11.892405977367428,11.953445520630158,0.0610395432627299,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9504319894725258,0.0
fed_load_scale_1p5,0.7978929973526577,0.7978929973526577,0.0,54.0,54.0,0.0,0.9146002134171471,0.9235682970288572,0.00896808361171,20.0,27.0,7.0,0.2827724133643787,0.3430880942460361,0.0603156808816573,stopped_max_iterations_reached,stopped_max_iterations_reached,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,5.770991713697391,5.777399810288504,0.0064080965911124,13.379261141495707,13.615214542672554,0.2359534011768467,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,20.0,0.9146002134171471,0.2827724133643787
fed_n1_tieline_101_MG1_to_MG3,0.943,0.943,0.0,3.0,3.0,0.0,0.952,0.9520000000000002,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056155,4.475087324056159,4.440892098500626e-15,3.573515242072747,3.573473620172502,-4.162190024503687e-05,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9520000000000002,0.0
fed_n1_tieline_127_MG3_to_MG4,0.943,0.943,0.0,3.0,3.0,0.0,0.9520000000000002,0.9519999999999998,-3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056161,4.475087324056159,-1.7763568394002505e-15,3.573905790140949,3.5738901154405784,-1.56747003705604e-05,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9519999999999998,0.0
fed_n1_tieline_128_MG3_to_MG4,0.9429999999999998,0.9429999999999998,0.0,3.0,3.0,0.0,0.952,0.9519999999999998,-1.1102230246251563e-16,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.47508732405616,4.475087324056161,8.881784197001252e-16,3.573810940396227,3.5738014918975387,-9.44849868833586e-06,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9519999999999998,0.0
fed_n1_tieline_129_MG3_to_MG4,0.943,0.943,0.0,3.0,3.0,0.0,0.9520000000000002,0.952,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056156,4.475087324056156,0.0,3.5738999686718738,3.5738795473926666,-2.04212792072056e-05,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.952,0.0
fed_n1_tieline_135_MG3_to_MG4,0.9429999999999998,0.9429999999999998,0.0,3.0,3.0,0.0,0.952,0.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056157,4.47508732405616,2.664535259100376e-15,3.573892612319044,3.5739089891184808,1.637679943655712e-05,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.952,0.0
fed_n1_tieline_136_MG3_to_MG4,0.9430000000000004,0.9430000000000004,0.0,3.0,3.0,0.0,0.9520000000000002,0.9519999999999998,-3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056161,4.475087324056159,-1.7763568394002505e-15,3.573927211711664,3.573913160811048,-1.405090061634695e-05,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9519999999999998,0.0
fed_n1_tieline_138_MG3_to_MG4,0.943,0.943,0.0,3.0,3.0,0.0,0.9495971942944784,0.9519999999999998,0.0024028057055214,1.0,0.0,-1.0,0.0004028057055214,0.0,-0.0004028057055214,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056164,4.475087324056159,-5.3290705182007506e-15,3.573927185692141,3.573916595141518,-1.0590550623135186e-05,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9519999999999998,0.0
fed_n1_tieline_139_MG3_to_MG4,0.943,0.943,0.0,3.0,3.0,0.0,0.952,0.9519999999999996,-3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056156,4.47508732405615,-6.217248937900877e-15,3.5739153255622047,3.573908240191908,-7.085370296699978e-06,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9519999999999996,0.0
fed_n1_tieline_140_MG3_to_MG4,0.943,0.943,0.0,3.0,3.0,0.0,0.952,0.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056163,4.475087324056155,-7.993605777301127e-15,3.5738913042335474,3.573902585806114,1.12815725668014e-05,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.952,0.0
fed_n1_tieline_165_MG1_to_MG4,0.9430000000000002,0.9430000000000002,0.0,3.0,3.0,0.0,0.9520000000000002,0.9519999999999998,-3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.47508732405616,4.475087324056156,-3.552713678800501e-15,3.57135017689033,3.571323922683706,-2.6254206624276577e-05,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9519999999999998,0.0
fed_n1_tieline_166_MG2_to_MG4,0.9429999999999998,0.9429999999999998,0.0,3.0,3.0,0.0,0.952,0.9519999999999996,-3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.0500000000000005,1.0500000000000005,0.0,1.0,0.0,-1.0,4.475087324056149,4.475087324056163,1.3322676295501878e-14,3.575238001809421,3.575236508658519,-1.4931509020321698e-06,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9519999999999996,0.0
fed_n1_tieline_167_MG2_to_MG4,0.9430000000000004,0.9430000000000004,0.0,3.0,3.0,0.0,0.9520000000000002,0.952,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056158,4.475087324056157,-8.881784197001252e-16,3.5731630175434543,3.573155858545865,-7.158997589407079e-06,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.952,0.0
fed_n1_tieline_168_MG1_to_MG4,0.943,0.943,0.0,3.0,3.0,0.0,0.9514658419439974,0.951465841943996,-1.4432899320127037e-15,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056155,4.47508732405616,5.3290705182007506e-15,3.5754786083875105,3.575470548358944,-8.06002856634791e-06,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.951465841943996,0.0
fed_n1_tieline_170_MG1_to_MG4,0.9429999999999996,0.9429999999999996,0.0,3.0,3.0,0.0,0.9520000000000002,0.9519999999999998,-3.3306690738754696e-16,0.0,0.0,0.0,,0.0,,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056152,4.475087324056158,6.217248937900877e-15,3.4725471243640587,3.472527645678546,-1.947868551255283e-05,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,0.0,0.9520000000000002,
fed_n1_tieline_171_MG3_to_MG4,0.8859451857444657,0.8859451857444657,0.0,3.0,3.0,0.0,0.9520000000000002,0.9519999999999996,-5.551115123125784e-16,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056152,4.475087324056157,5.3290705182007506e-15,3.573269397667822,3.573266523539172,-2.8741286501876573e-06,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9519999999999996,0.0
fed_n1_tieline_172_MG3_to_MG4,0.943,0.943,0.0,2.0,2.0,0.0,0.9520000000000002,0.9519999999999998,-3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056153,4.475087324056155,1.7763568394002505e-15,3.573828756468165,3.5738105303960523,-1.8226072112437208e-05,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9519999999999998,0.0
fed_n1_tieline_35_MG1_to_MG2,0.9429999999999996,0.9429999999999996,0.0,3.0,3.0,0.0,0.952,0.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056156,4.475087324056162,5.3290705182007506e-15,3.564304307914436,3.5642706318115045,-3.367610293159018e-05,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.952,0.0
fed_n1_tieline_36_MG1_to_MG2,0.94216641532164,0.94216641532164,0.0,4.0,4.0,0.0,0.952,0.9508659182329912,-0.0011340817670087,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056153,4.47508732405616,7.105427357601002e-15,3.572027026720796,3.572018167724068,-8.858996728200452e-06,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,0.0,0.952,0.0
fed_n1_tieline_37_MG1_to_MG2,0.9430000000000002,0.9430000000000002,0.0,3.0,3.0,0.0,0.9520000000000002,0.9519999999999998,-3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.0499999999999998,1.05,2.220446049250313e-16,0.0,0.0,0.0,4.475087324056158,4.475087324056148,-9.769962616701378e-15,3.6019145362093634,3.601896070760057,-1.846544930650396e-05,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9519999999999998,0.0
fed_n1_tieline_39_MG1_to_MG2,0.9429999999999998,0.9429999999999998,0.0,3.0,3.0,0.0,0.9520000000000002,0.952,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056153,4.475087324056156,3.552713678800501e-15,3.5752427666746174,3.575218777838899,-2.398883571830268e-05,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.952,0.0
fed_n1_tieline_40_MG1_to_MG2,0.943,0.943,0.0,3.0,3.0,0.0,0.952,0.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056156,4.475087324056156,0.0,3.559847513174842,3.5598332184351182,-1.4294739723919037e-05,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.952,0.0
fed_n1_tieline_41_MG1_to_MG2,0.9430000000000002,0.9430000000000002,0.0,3.0,3.0,0.0,0.952,0.9519999999999998,-1.1102230246251563e-16,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056169,4.475087324056151,-1.7763568394002505e-14,3.576142491508397,3.576155362751577,1.287124318016808e-05,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9519999999999998,0.0
fed_n1_tieline_49_MG1_to_MG2,0.943,0.943,0.0,4.0,4.0,0.0,0.9468366640518716,0.9519999999999996,0.005163335948128,2.0,0.0,-2.0,0.0041094704141602,0.0,-0.0041094704141602,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056161,4.475087324056153,-7.993605777301127e-15,3.680641450931817,3.680317822310135,-0.0003236286216816,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9519999999999996,0.0
fed_n1_tieline_84_MG2_to_MG3,0.943,0.943,0.0,3.0,3.0,0.0,0.9520000000000002,0.9519999999999998,-3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056162,4.475087324056158,-3.552713678800501e-15,3.5741226995696493,3.574083843280392,-3.885628925726081e-05,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9519999999999998,0.0
fed_n1_tieline_85_MG2_to_MG3,0.9429999999999998,0.9429999999999998,0.0,3.0,3.0,0.0,0.9489739313377622,0.9519999999999996,0.0030260686622374,1.0,0.0,-1.0,0.0010260686622377,0.0,-0.0010260686622377,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.47508732405615,4.47508732405615,0.0,3.574130722605421,3.5740944985208523,-3.622408456882553e-05,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9519999999999996,0.0
fed_n1_tieline_86_MG2_to_MG3,0.9429999999999998,0.9429999999999998,0.0,3.0,3.0,0.0,0.952,0.9519999999999998,-1.1102230246251563e-16,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056155,4.475087324056151,-3.552713678800501e-15,3.57389170631093,3.573883591826118,-8.114484812082878e-06,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9519999999999998,0.0
fed_n1_tieline_89_MG2_to_MG3,0.943,0.943,0.0,4.0,4.0,0.0,0.9452385174195276,0.9512567414195796,0.006018224000052,3.0,0.0,-3.0,0.0092427657765575,0.0,-0.0092427657765575,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056157,4.475087324056162,4.440892098500626e-15,3.5308029035238087,3.530286771773157,-0.0005161317506514,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9512567414195796,0.0
fed_n1_tieline_91_MG2_to_MG3,0.943,0.943,0.0,3.0,3.0,0.0,0.952,0.9519999999999996,-3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056162,4.475087324056153,-8.881784197001252e-15,3.577037023121353,3.57703311595663,-3.90716472287167e-06,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9519999999999996,0.0
fed_n1_tieline_92_MG2_to_MG3,0.943,0.943,0.0,3.0,3.0,0.0,0.952,0.9519999999999996,-3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056162,4.475087324056153,-8.881784197001252e-15,3.577037023121353,3.57703311595663,-3.90716472287167e-06,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9519999999999996,0.0
fed_n1_tieline_96_MG2_to_MG3,0.943,0.943,0.0,3.0,3.0,0.0,0.952,0.9519999999999998,-1.1102230246251563e-16,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056156,4.475087324056155,-1.7763568394002505e-15,3.574640748174863,3.5746353584456445,-5.389729218485684e-06,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9519999999999998,0.0
fed_n1_tieline_97_MG2_to_MG3,0.9429999999999998,0.9429999999999998,0.0,3.0,3.0,0.0,0.9514194681378756,0.952,0.0005805318621243,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056153,4.475087324056166,1.3322676295501878e-14,3.574345211725584,3.574325124025428,-2.008770015571315e-05,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.952,0.0
fed_n1_tieline_99_MG1_to_MG3,0.9429999999999998,0.9429999999999998,0.0,3.0,3.0,0.0,0.952,0.9519999999999998,-1.1102230246251563e-16,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056156,4.475087324056158,1.7763568394002505e-15,3.5742970496987096,3.5743248566579573,2.780695924764487e-05,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9519999999999998,0.0
